"","SERIALNO","AGEP","COW","JWRIP","JWTR","HINCP","atransit","bus","SC","subway","rail","bike","home"
"15400",598850,55,1,0,2,45000,1,1,0,0,0,0,0
"15401",598850,55,1,1,1,45000,0,0,0,0,0,0,0
"15402",598950,50,1,1,1,125000,0,0,0,0,0,0,0
"15403",599027,34,1,1,1,86000,0,0,0,0,0,0,0
"15404",599027,33,1,1,1,86000,0,0,0,0,0,0,0
"15405",599053,50,2,1,1,60400,0,0,0,0,0,0,0
"15406",599053,47,1,0,2,60400,1,1,0,0,0,0,0
"15410",599325,38,2,0,5,240000,1,0,0,0,1,0,0
"15411",599325,38,1,1,1,240000,0,0,0,0,0,0,0
"15412",599406,62,1,1,1,204900,0,0,0,0,0,0,0
"15413",599533,59,1,1,1,100400,0,0,0,0,0,0,0
"15414",599533,60,3,1,1,100400,0,0,0,0,0,0,0
"15415",599547,56,1,1,1,123000,0,0,0,0,0,0,0
"15416",599547,51,1,1,1,123000,0,0,0,0,0,0,0
"15417",599548,61,2,1,1,372000,0,0,0,0,0,0,0
"15418",599667,40,1,1,1,240000,0,0,0,0,0,0,0
"15423",599887,40,4,1,1,30000,0,0,0,0,0,0,0
"15424",599942,38,1,0,5,165000,1,0,0,0,1,0,0
"15425",599942,32,1,0,5,165000,1,0,0,0,1,0,0
"15426",599951,44,5,1,1,50000,0,0,0,0,0,0,0
"15428",600062,49,1,1,1,92000,0,0,0,0,0,0,0
"15429",600087,23,1,0,4,69800,1,0,0,1,0,0,0
"15430",600087,27,1,1,1,69800,0,0,0,0,0,0,0
"15431",600089,58,5,0,10,8800,0,0,0,0,0,0,0
"15432",600125,32,1,1,1,65000,0,0,0,0,0,0,0
"15433",600239,34,1,1,1,120000,0,0,0,0,0,0,0
"15434",600239,34,1,1,1,120000,0,0,0,0,0,0,0
"15435",600276,25,1,1,1,50000,0,0,0,0,0,0,0
"15436",600377,46,1,1,1,107120,0,0,0,0,0,0,0
"15438",600386,24,1,0,4,31600,1,0,0,1,0,0,0
"15439",600521,64,1,1,1,88700,0,0,0,0,0,0,0
"15441",600521,27,4,1,1,88700,0,0,0,0,0,0,0
"15442",600535,62,1,0,4,32500,1,0,0,1,0,0,0
"15443",600580,63,1,1,1,217900,0,0,0,0,0,0,0
"15444",600580,61,3,1,1,217900,0,0,0,0,0,0,0
"15445",600610,55,7,1,1,350530,0,0,0,0,0,0,0
"15446",600610,56,4,1,1,350530,0,0,0,0,0,0,0
"15447",600714,51,4,1,1,330000,0,0,0,0,0,0,0
"15448",600714,64,1,1,1,330000,0,0,0,0,0,0,0
"15449",600762,53,2,1,1,137000,0,0,0,0,0,0,0
"15451",600762,27,1,1,1,137000,0,0,0,0,0,0,0
"15452",600817,52,1,1,1,100000,0,0,0,0,0,0,0
"15453",600831,40,7,1,1,185000,0,0,0,0,0,0,0
"15455",600872,28,5,1,1,89000,0,0,0,0,0,0,0
"15457",600892,62,1,1,1,77500,0,0,0,0,0,0,0
"15459",601085,61,1,1,1,60000,0,0,0,0,0,0,0
"15460",601100,53,1,0,11,180000,1,0,0,0,0,0,1
"15461",601100,57,1,1,1,180000,0,0,0,0,0,0,0
"15463",601190,51,6,0,11,100300,1,0,0,0,0,0,1
"15464",601190,44,1,1,1,100300,0,0,0,0,0,0,0
"15465",601190,30,1,1,1,100300,0,0,0,0,0,0,0
"15466",601190,30,1,1,1,100300,0,0,0,0,0,0,0
"15468",601228,38,1,0,9,93000,1,0,0,0,0,1,0
"15470",601238,28,5,1,1,275000,0,0,0,0,0,0,0
"15472",601238,50,1,1,1,275000,0,0,0,0,0,0,0
"15477",601498,32,2,0,2,141270,1,1,0,0,0,0,0
"15478",601501,59,3,1,1,238000,0,0,0,0,0,0,0
"15479",601501,52,1,1,1,238000,0,0,0,0,0,0,0
"15480",601594,25,1,1,1,60000,0,0,0,0,0,0,0
"15482",601698,45,1,1,1,100000,0,0,0,0,0,0,0
"15484",601739,60,1,1,1,76200,0,0,0,0,0,0,0
"15485",601739,27,1,0,5,76200,1,0,0,0,1,0,0
"15486",601878,57,1,0,4,205900,1,0,0,1,0,0,0
"15487",601878,52,1,1,1,205900,0,0,0,0,0,0,0
"15491",601907,48,5,0,2,84770,1,1,0,0,0,0,0
"15492",601907,37,1,0,2,84770,1,1,0,0,0,0,0
"15495",601925,31,2,1,1,84500,0,0,0,0,0,0,0
"15497",601965,48,5,1,1,178000,0,0,0,0,0,0,0
"15498",601971,27,1,1,1,90000,0,0,0,0,0,0,0
"15500",602005,55,1,1,1,65000,0,0,0,0,0,0,0
"15504",602246,54,1,0,10,51700,0,0,0,0,0,0,0
"15506",602317,46,3,0,4,274000,1,0,0,1,0,0,0
"15507",602317,53,1,1,1,274000,0,0,0,0,0,0,0
"15508",602428,51,1,1,1,169200,0,0,0,0,0,0,0
"15510",602485,58,3,0,9,86200,1,0,0,0,0,1,0
"15511",602506,39,1,0,9,12600,1,0,0,0,0,1,0
"15514",602614,60,2,1,1,13100,0,0,0,0,0,0,0
"15515",602651,27,1,1,1,22300,0,0,0,0,0,0,0
"15517",602681,57,2,1,1,158000,0,0,0,0,0,0,0
"15518",602681,60,1,1,1,158000,0,0,0,0,0,0,0
"15520",602778,40,6,1,1,26400,0,0,0,0,0,0,0
"15521",602778,31,1,1,1,26400,0,0,0,0,0,0,0
"15522",602866,27,1,0,5,128080,1,0,0,0,1,0,0
"15523",602866,27,1,1,1,128080,0,0,0,0,0,0,0
"15525",602870,56,3,1,1,429000,0,0,0,0,0,0,0
"15526",602870,25,1,1,1,429000,0,0,0,0,0,0,0
"15527",602902,61,6,1,1,165000,0,0,0,0,0,0,0
"15528",603020,26,1,1,1,103200,0,0,0,0,0,0,0
"15529",603020,24,2,1,1,103200,0,0,0,0,0,0,0
"15530",603030,60,1,1,1,120000,0,0,0,0,0,0,0
"15531",603030,56,1,1,1,120000,0,0,0,0,0,0,0
"15532",603245,59,6,0,2,11800,1,1,0,0,0,0,0
"15533",603298,60,1,1,1,58000,0,0,0,0,0,0,0
"15534",603358,53,5,1,1,273780,0,0,0,0,0,0,0
"15535",603358,53,2,1,1,273780,0,0,0,0,0,0,0
"15536",603358,23,1,0,9,273780,1,0,0,0,0,1,0
"15537",603358,43,6,1,1,273780,0,0,0,0,0,0,0
"15538",603365,48,1,1,1,142800,0,0,0,0,0,0,0
"15539",603703,42,1,1,1,84300,0,0,0,0,0,0,0
"15540",603703,36,2,1,1,84300,0,0,0,0,0,0,0
"15543",603968,38,2,1,1,110500,0,0,0,0,0,0,0
"15546",604142,49,6,0,2,641300,1,1,0,0,0,0,0
"15551",604239,36,1,0,4,216300,1,0,0,1,0,0,0
"15553",604239,32,1,1,1,216300,0,0,0,0,0,0,0
"15554",604239,32,1,1,1,216300,0,0,0,0,0,0,0
"15555",604239,32,1,1,1,216300,0,0,0,0,0,0,0
"15556",604304,37,1,0,4,261000,1,0,0,1,0,0,0
"15557",604304,33,1,0,4,261000,1,0,0,1,0,0,0
"15558",604304,28,1,1,1,261000,0,0,0,0,0,0,0
"15559",604515,61,1,1,1,41000,0,0,0,0,0,0,0
"15560",604834,50,6,1,1,81600,0,0,0,0,0,0,0
"15561",604834,50,6,1,1,81600,0,0,0,0,0,0,0
"15562",604858,35,1,1,1,96400,0,0,0,0,0,0,0
"15565",604922,52,3,1,1,342000,0,0,0,0,0,0,0
"15566",604936,37,1,1,1,198000,0,0,0,0,0,0,0
"15569",605014,27,1,1,1,505540,0,0,0,0,0,0,0
"15570",605014,28,1,1,1,505540,0,0,0,0,0,0,0
"15571",605014,27,1,1,1,505540,0,0,0,0,0,0,0
"15572",605014,26,1,1,1,505540,0,0,0,0,0,0,0
"15573",605014,26,2,0,9,505540,1,0,0,0,0,1,0
"15574",605016,55,1,0,11,124000,1,0,0,0,0,0,1
"15577",605108,30,2,0,10,41500,0,0,0,0,0,0,0
"15580",605168,54,1,0,11,117900,1,0,0,0,0,0,1
"15582",605185,50,1,0,4,123500,1,0,0,1,0,0,0
"15583",605217,49,3,1,1,40000,0,0,0,0,0,0,0
"15584",605276,53,1,1,1,48710,0,0,0,0,0,0,0
"15586",605311,56,1,1,1,230700,0,0,0,0,0,0,0
"15587",605311,29,1,1,1,230700,0,0,0,0,0,0,0
"15588",605311,24,1,1,1,230700,0,0,0,0,0,0,0
"15589",605434,46,1,1,1,240200,0,0,0,0,0,0,0
"15590",605508,62,3,1,1,183204,0,0,0,0,0,0,0
"15591",605508,62,3,1,1,183204,0,0,0,0,0,0,0
"15593",605518,24,1,1,1,110000,0,0,0,0,0,0,0
"15594",605524,37,1,1,1,648200,0,0,0,0,0,0,0
"15595",605524,39,1,0,9,648200,1,0,0,0,0,1,0
"15597",605657,62,1,1,1,104000,0,0,0,0,0,0,0
"15598",605681,61,3,1,1,98000,0,0,0,0,0,0,0
"15599",605681,61,1,1,1,98000,0,0,0,0,0,0,0
"15600",605706,39,1,1,1,84500,0,0,0,0,0,0,0
"15602",605810,36,1,1,1,6200,0,0,0,0,0,0,0
"15603",605879,23,7,1,1,99500,0,0,0,0,0,0,0
"15604",605879,25,1,0,4,99500,1,0,0,1,0,0,0
"15606",605879,24,2,0,4,99500,1,0,0,1,0,0,0
"15607",605945,36,4,1,1,185000,0,0,0,0,0,0,0
"15608",605945,28,1,0,11,185000,1,0,0,0,0,0,1
"15609",605970,39,1,1,1,155000,0,0,0,0,0,0,0
"15612",606186,32,1,1,1,68100,0,0,0,0,0,0,0
"15613",606186,31,2,1,1,68100,0,0,0,0,0,0,0
"15614",606304,30,1,1,1,30000,0,0,0,0,0,0,0
"15615",606360,30,1,0,11,42000,1,0,0,0,0,0,1
"15616",606404,33,1,1,1,50000,0,0,0,0,0,0,0
"15618",606475,62,1,1,1,199500,0,0,0,0,0,0,0
"15619",606475,65,1,0,9,199500,1,0,0,0,0,1,0
"15620",606495,29,3,1,1,87400,0,0,0,0,0,0,0
"15621",606495,26,1,1,1,87400,0,0,0,0,0,0,0
"15622",606523,28,2,1,1,130000,0,0,0,0,0,0,0
"15625",606629,24,1,1,1,55000,0,0,0,0,0,0,0
"15626",606710,47,2,1,1,24700,0,0,0,0,0,0,0
"15627",606729,46,1,1,1,202400,0,0,0,0,0,0,0
"15628",606729,44,1,1,1,202400,0,0,0,0,0,0,0
"15629",606828,29,4,1,1,111120,0,0,0,0,0,0,0
"15630",606926,33,1,0,11,215000,1,0,0,0,0,0,1
"15631",606926,35,4,0,4,215000,1,0,0,1,0,0,0
"15632",607009,59,1,1,1,50100,0,0,0,0,0,0,0
"15633",607009,57,1,1,1,50100,0,0,0,0,0,0,0
"15634",607025,60,1,1,1,98600,0,0,0,0,0,0,0
"15635",607025,33,1,0,4,98600,1,0,0,1,0,0,0
"15636",607194,42,6,1,1,45000,0,0,0,0,0,0,0
"15639",607383,64,6,1,1,161000,0,0,0,0,0,0,0
"15640",607383,64,7,1,1,161000,0,0,0,0,0,0,0
"15641",607426,44,1,1,1,15000,0,0,0,0,0,0,0
"15644",607469,64,2,1,1,155000,0,0,0,0,0,0,0
"15646",607609,25,1,1,1,50000,0,0,0,0,0,0,0
"15648",607743,57,3,1,1,47500,0,0,0,0,0,0,0
"15649",607743,23,1,1,1,47500,0,0,0,0,0,0,0
"15650",607786,50,1,1,1,120000,0,0,0,0,0,0,0
"15651",607786,48,1,1,1,120000,0,0,0,0,0,0,0
"15652",607808,51,1,1,1,153000,0,0,0,0,0,0,0
"15653",607808,46,1,1,1,153000,0,0,0,0,0,0,0
"15656",607938,50,1,1,1,34000,0,0,0,0,0,0,0
"15657",607938,28,1,1,1,34000,0,0,0,0,0,0,0
"15659",607961,28,1,1,1,86600,0,0,0,0,0,0,0
"15660",608007,40,1,1,1,153000,0,0,0,0,0,0,0
"15661",608007,33,1,1,1,153000,0,0,0,0,0,0,0
"15662",608007,61,1,1,1,153000,0,0,0,0,0,0,0
"15663",608029,56,1,1,1,131500,0,0,0,0,0,0,0
"15664",608080,50,1,1,1,245900,0,0,0,0,0,0,0
"15665",608080,57,1,1,1,245900,0,0,0,0,0,0,0
"15666",608092,52,3,1,1,77000,0,0,0,0,0,0,0
"15667",608313,61,1,1,1,214600,0,0,0,0,0,0,0
"15668",608313,39,1,1,1,214600,0,0,0,0,0,0,0
"15669",608313,37,1,1,1,214600,0,0,0,0,0,0,0
"15670",608319,40,1,1,1,75200,0,0,0,0,0,0,0
"15671",608319,39,1,1,1,75200,0,0,0,0,0,0,0
"15672",608340,30,1,1,1,290000,0,0,0,0,0,0,0
"15673",608340,30,1,1,1,290000,0,0,0,0,0,0,0
"15674",608340,29,1,1,1,290000,0,0,0,0,0,0,0
"15675",608384,57,3,1,1,89000,0,0,0,0,0,0,0
"15676",608459,33,1,1,1,130000,0,0,0,0,0,0,0
"15678",608658,24,1,1,1,38000,0,0,0,0,0,0,0
"15679",608718,57,1,1,1,60000,0,0,0,0,0,0,0
"15681",608730,34,1,0,4,164000,1,0,0,1,0,0,0
"15684",608740,44,1,0,4,299200,1,0,0,1,0,0,0
"15685",608740,47,1,1,1,299200,0,0,0,0,0,0,0
"15686",608740,39,1,0,4,299200,1,0,0,1,0,0,0
"15687",608772,41,6,1,1,97000,0,0,0,0,0,0,0
"15688",608818,43,6,0,10,113970,0,0,0,0,0,0,0
"15689",608827,29,2,0,4,17000,1,0,0,1,0,0,0
"15690",608827,31,1,0,4,17000,1,0,0,1,0,0,0
"15691",608832,38,1,1,1,60000,0,0,0,0,0,0,0
"15693",608841,57,2,1,1,163500,0,0,0,0,0,0,0
"15694",608911,42,6,1,1,200000,0,0,0,0,0,0,0
"15695",608911,43,6,1,1,200000,0,0,0,0,0,0,0
"15696",608943,48,6,1,1,329500,0,0,0,0,0,0,0
"15697",608994,59,1,1,1,475850,0,0,0,0,0,0,0
"15698",608994,51,6,1,1,475850,0,0,0,0,0,0,0
"15700",609063,58,1,0,6,455000,0,0,0,0,0,0,0
"15701",609133,42,1,1,1,155000,0,0,0,0,0,0,0
"15704",609172,52,1,0,2,45300,1,1,0,0,0,0,0
"15705",609183,34,1,1,1,125000,0,0,0,0,0,0,0
"15706",609233,56,5,1,1,89400,0,0,0,0,0,0,0
"15707",609398,38,1,0,12,478000,0,0,0,0,0,0,0
"15708",609398,35,3,1,1,478000,0,0,0,0,0,0,0
"15709",609622,60,1,1,1,12000,0,0,0,0,0,0,0
"15710",609668,28,1,1,1,68000,0,0,0,0,0,0,0
"15711",609668,31,1,1,1,68000,0,0,0,0,0,0,0
"15712",609737,38,2,0,4,70000,1,0,0,1,0,0,0
"15713",609803,47,1,0,2,115000,1,1,0,0,0,0,0
"15714",609803,53,3,1,1,115000,0,0,0,0,0,0,0
"15715",609853,41,1,1,1,270000,0,0,0,0,0,0,0
"15716",609853,36,1,1,1,270000,0,0,0,0,0,0,0
"15717",609863,65,1,1,1,225000,0,0,0,0,0,0,0
"15719",609947,60,1,1,1,82000,0,0,0,0,0,0,0
"15720",609960,46,1,0,2,455100,1,1,0,0,0,0,0
"15722",610000,50,4,1,1,166300,0,0,0,0,0,0,0
"15725",610165,48,1,1,1,40000,0,0,0,0,0,0,0
"15726",610186,62,7,1,1,115800,0,0,0,0,0,0,0
"15727",610249,55,6,1,1,400000,0,0,0,0,0,0,0
"15728",610249,33,2,0,5,400000,1,0,0,0,1,0,0
"15729",610272,39,1,1,1,131500,0,0,0,0,0,0,0
"15730",610272,36,1,1,1,131500,0,0,0,0,0,0,0
"15731",610322,49,1,1,1,53000,0,0,0,0,0,0,0
"15734",610561,51,1,1,1,134400,0,0,0,0,0,0,0
"15735",610606,33,1,1,1,95000,0,0,0,0,0,0,0
"15736",610606,39,6,1,1,95000,0,0,0,0,0,0,0
"15737",610606,35,1,1,1,95000,0,0,0,0,0,0,0
"15739",610697,24,3,1,1,120940,0,0,0,0,0,0,0
"15740",610891,64,1,1,1,86200,0,0,0,0,0,0,0
"15741",610990,38,4,1,1,160000,0,0,0,0,0,0,0
"15742",610990,37,1,0,11,160000,1,0,0,0,0,0,1
"15743",611012,37,2,1,1,116500,0,0,0,0,0,0,0
"15744",611012,31,1,1,1,116500,0,0,0,0,0,0,0
"15745",611125,45,1,0,8,323000,0,0,0,0,0,0,0
"15747",611312,45,5,1,1,55000,0,0,0,0,0,0,0
"15752",611469,26,1,0,4,86030,1,0,0,1,0,0,0
"15753",611469,26,5,0,2,86030,1,1,0,0,0,0,0
"15754",611549,53,2,1,1,153200,0,0,0,0,0,0,0
"15755",611549,52,1,1,1,153200,0,0,0,0,0,0,0
"15757",611571,36,1,0,3,67600,1,0,1,0,0,0,0
"15760",611797,58,1,0,10,42210,0,0,0,0,0,0,0
"15761",611831,64,1,0,11,457000,1,0,0,0,0,0,1
"15762",611867,41,6,0,11,37500,1,0,0,0,0,0,1
"15763",611867,46,1,1,1,37500,0,0,0,0,0,0,0
"15764",612002,32,1,1,1,52600,0,0,0,0,0,0,0
"15765",612217,31,1,0,2,18500,1,1,0,0,0,0,0
"15767",612262,45,1,1,1,97000,0,0,0,0,0,0,0
"15769",612362,39,6,1,1,80000,0,0,0,0,0,0,0
"15770",612362,33,1,1,1,80000,0,0,0,0,0,0,0
"15771",612501,57,6,0,11,434000,1,0,0,0,0,0,1
"15772",612501,54,3,0,9,434000,1,0,0,0,0,1,0
"15773",612601,47,1,1,1,337000,0,0,0,0,0,0,0
"15774",612601,50,1,1,1,337000,0,0,0,0,0,0,0
"15775",612603,53,2,1,1,278000,0,0,0,0,0,0,0
"15777",612641,44,1,1,1,89520,0,0,0,0,0,0,0
"15781",612718,29,1,0,2,234400,1,1,0,0,0,0,0
"15782",612720,55,1,1,1,181900,0,0,0,0,0,0,0
"15783",612720,53,4,1,1,181900,0,0,0,0,0,0,0
"15785",612738,58,1,1,1,106000,0,0,0,0,0,0,0
"15786",612738,56,3,1,1,106000,0,0,0,0,0,0,0
"15787",612738,23,1,1,1,106000,0,0,0,0,0,0,0
"15788",612893,60,2,1,1,192000,0,0,0,0,0,0,0
"15789",612893,49,4,1,1,192000,0,0,0,0,0,0,0
"15790",612896,40,1,1,1,47900,0,0,0,0,0,0,0
"15791",612899,54,1,1,1,245000,0,0,0,0,0,0,0
"15792",613017,52,1,1,1,110000,0,0,0,0,0,0,0
"15793",613017,57,1,1,1,110000,0,0,0,0,0,0,0
"15794",613023,30,1,1,1,80200,0,0,0,0,0,0,0
"15795",613023,27,1,1,1,80200,0,0,0,0,0,0,0
"15796",613072,62,7,0,11,322000,1,0,0,0,0,0,1
"15797",613072,29,1,0,11,322000,1,0,0,0,0,0,1
"15798",613080,52,1,0,12,148000,0,0,0,0,0,0,0
"15799",613130,55,7,1,1,61300,0,0,0,0,0,0,0
"15800",613130,41,1,1,1,61300,0,0,0,0,0,0,0
"15801",613149,57,1,1,1,41000,0,0,0,0,0,0,0
"15806",613244,35,1,1,1,270000,0,0,0,0,0,0,0
"15807",613244,35,1,1,1,270000,0,0,0,0,0,0,0
"15808",613328,35,1,0,2,36000,1,1,0,0,0,0,0
"15809",613328,42,1,0,9,36000,1,0,0,0,0,1,0
"15810",613448,51,1,1,1,252000,0,0,0,0,0,0,0
"15811",613448,49,1,1,1,252000,0,0,0,0,0,0,0
"15813",613556,60,1,1,1,78700,0,0,0,0,0,0,0
"15814",613687,41,1,1,1,575000,0,0,0,0,0,0,0
"15815",613687,45,1,1,1,575000,0,0,0,0,0,0,0
"15817",613866,54,6,1,1,148000,0,0,0,0,0,0,0
"15818",613866,24,1,1,1,148000,0,0,0,0,0,0,0
"15819",613866,23,1,1,1,148000,0,0,0,0,0,0,0
"15820",613866,54,1,1,1,148000,0,0,0,0,0,0,0
"15821",613976,57,1,1,1,90000,0,0,0,0,0,0,0
"15823",614061,26,1,0,2,39000,1,1,0,0,0,0,0
"15824",614061,28,1,0,10,39000,0,0,0,0,0,0,0
"15825",614061,25,1,0,2,39000,1,1,0,0,0,0,0
"15826",614061,60,1,0,10,39000,0,0,0,0,0,0,0
"15827",614290,57,2,1,1,108530,0,0,0,0,0,0,0
"15828",614301,39,1,1,1,181400,0,0,0,0,0,0,0
"15829",614337,32,1,1,1,85000,0,0,0,0,0,0,0
"15830",614341,55,2,1,1,209000,0,0,0,0,0,0,0
"15831",614364,60,1,0,11,80000,1,0,0,0,0,0,1
"15832",614364,63,7,1,1,80000,0,0,0,0,0,0,0
"15833",614514,36,1,1,1,40800,0,0,0,0,0,0,0
"15839",614671,59,6,1,1,55800,0,0,0,0,0,0,0
"15840",614671,53,1,0,11,55800,1,0,0,0,0,0,1
"15841",614724,28,2,0,9,65000,1,0,0,0,0,1,0
"15842",614780,57,1,1,1,76400,0,0,0,0,0,0,0
"15843",615005,51,1,0,11,143000,1,0,0,0,0,0,1
"15844",615005,61,1,1,1,143000,0,0,0,0,0,0,0
"15845",615010,61,1,1,1,68000,0,0,0,0,0,0,0
"15847",615096,54,3,1,1,131000,0,0,0,0,0,0,0
"15848",615096,46,2,1,1,131000,0,0,0,0,0,0,0
"15849",615270,49,3,1,1,42000,0,0,0,0,0,0,0
"15851",615320,54,1,1,1,83000,0,0,0,0,0,0,0
"15852",615320,24,3,1,1,83000,0,0,0,0,0,0,0
"15853",615343,46,1,1,1,254000,0,0,0,0,0,0,0
"15854",615344,25,1,1,1,25000,0,0,0,0,0,0,0
"15855",615396,43,1,0,5,300020,1,0,0,0,1,0,0
"15856",615396,41,1,0,2,300020,1,1,0,0,0,0,0
"15857",615521,56,1,1,1,8000,0,0,0,0,0,0,0
"15858",615749,29,1,0,2,130000,1,1,0,0,0,0,0
"15859",615749,26,1,0,10,130000,0,0,0,0,0,0,0
"15861",615824,47,6,1,1,141000,0,0,0,0,0,0,0
"15862",615824,38,6,0,9,141000,1,0,0,0,0,1,0
"15863",615919,60,3,0,11,30000,1,0,0,0,0,0,1
"15864",616028,47,1,1,1,469000,0,0,0,0,0,0,0
"15866",616083,42,1,1,1,140000,0,0,0,0,0,0,0
"15867",616234,32,1,1,1,125000,0,0,0,0,0,0,0
"15868",616234,32,1,0,4,125000,1,0,0,1,0,0,0
"15869",616286,55,5,1,1,67000,0,0,0,0,0,0,0
"15872",616330,33,2,0,9,72100,1,0,0,0,0,1,0
"15873",616402,47,6,0,11,137720,1,0,0,0,0,0,1
"15874",616402,53,1,0,11,137720,1,0,0,0,0,0,1
"15875",616422,59,5,1,1,47400,0,0,0,0,0,0,0
"15879",616513,48,1,1,1,76000,0,0,0,0,0,0,0
"15881",616526,33,1,1,1,320800,0,0,0,0,0,0,0
"15882",616526,37,1,1,1,320800,0,0,0,0,0,0,0
"15883",616692,44,1,1,1,228000,0,0,0,0,0,0,0
"15884",616692,42,1,1,1,228000,0,0,0,0,0,0,0
"15885",617024,34,1,0,12,103100,0,0,0,0,0,0,0
"15886",617121,36,1,1,1,97000,0,0,0,0,0,0,0
"15887",617121,30,1,1,1,97000,0,0,0,0,0,0,0
"15888",617198,41,1,1,1,84800,0,0,0,0,0,0,0
"15889",617246,33,1,1,1,86000,0,0,0,0,0,0,0
"15890",617276,64,1,1,1,190000,0,0,0,0,0,0,0
"15893",617453,30,3,1,1,176000,0,0,0,0,0,0,0
"15895",617453,65,3,0,2,176000,1,1,0,0,0,0,0
"15896",617453,54,2,0,2,176000,1,1,0,0,0,0,0
"15898",617454,57,6,1,1,170000,0,0,0,0,0,0,0
"15899",617484,65,6,1,1,37830,0,0,0,0,0,0,0
"15900",617519,50,1,0,11,182020,1,0,0,0,0,0,1
"15902",617672,35,1,1,1,100000,0,0,0,0,0,0,0
"15904",617756,57,1,1,1,112000,0,0,0,0,0,0,0
"15905",617756,27,3,1,1,112000,0,0,0,0,0,0,0
"15906",617756,51,1,1,1,112000,0,0,0,0,0,0,0
"15908",617806,39,1,1,1,90000,0,0,0,0,0,0,0
"15909",617806,28,1,1,1,90000,0,0,0,0,0,0,0
"15910",618049,45,1,1,1,204000,0,0,0,0,0,0,0
"15911",618049,36,1,1,1,204000,0,0,0,0,0,0,0
"15912",618049,34,1,1,1,204000,0,0,0,0,0,0,0
"15913",618049,34,5,1,1,204000,0,0,0,0,0,0,0
"15914",618092,53,6,1,1,329300,0,0,0,0,0,0,0
"15915",618108,31,1,1,1,105000,0,0,0,0,0,0,0
"15916",618108,26,1,1,1,105000,0,0,0,0,0,0,0
"15918",618178,50,3,1,1,43650,0,0,0,0,0,0,0
"15919",618259,61,1,1,1,92950,0,0,0,0,0,0,0
"15920",618259,57,4,1,1,92950,0,0,0,0,0,0,0
"15921",618314,46,1,1,1,455000,0,0,0,0,0,0,0
"15922",618416,62,3,1,1,89200,0,0,0,0,0,0,0
"15923",618432,47,1,1,1,55000,0,0,0,0,0,0,0
"15924",618432,30,1,1,1,55000,0,0,0,0,0,0,0
"15925",618548,51,1,1,1,126300,0,0,0,0,0,0,0
"15926",618548,51,1,1,1,126300,0,0,0,0,0,0,0
"15927",618619,30,1,0,2,130400,1,1,0,0,0,0,0
"15928",618621,27,1,1,1,115700,0,0,0,0,0,0,0
"15929",618636,64,1,1,1,22300,0,0,0,0,0,0,0
"15930",618661,29,2,1,1,47000,0,0,0,0,0,0,0
"15932",618872,39,6,1,1,44200,0,0,0,0,0,0,0
"15933",618872,41,1,1,1,44200,0,0,0,0,0,0,0
"15934",618885,56,1,1,1,262000,0,0,0,0,0,0,0
"15935",618885,57,1,1,1,262000,0,0,0,0,0,0,0
"15936",618885,26,1,1,1,262000,0,0,0,0,0,0,0
"15937",618910,64,1,0,10,42000,0,0,0,0,0,0,0
"15938",618910,57,2,0,10,42000,0,0,0,0,0,0,0
"15939",618992,44,7,1,1,36000,0,0,0,0,0,0,0
"15940",618992,45,7,1,1,36000,0,0,0,0,0,0,0
"15941",619077,26,1,0,10,170000,0,0,0,0,0,0,0
"15942",619093,48,7,1,1,151800,0,0,0,0,0,0,0
"15943",619093,49,1,1,1,151800,0,0,0,0,0,0,0
"15944",619280,42,1,0,4,213000,1,0,0,1,0,0,0
"15945",619280,42,4,1,1,213000,0,0,0,0,0,0,0
"15948",619362,38,1,1,1,705000,0,0,0,0,0,0,0
"15949",619362,38,1,1,1,705000,0,0,0,0,0,0,0
"15950",619487,57,2,1,1,360000,0,0,0,0,0,0,0
"15951",619487,63,3,0,4,360000,1,0,0,1,0,0,0
"15952",619487,28,1,0,4,360000,1,0,0,1,0,0,0
"15953",619641,37,1,0,4,62000,1,0,0,1,0,0,0
"15954",619641,36,1,1,1,62000,0,0,0,0,0,0,0
"15957",619781,52,7,1,1,348000,0,0,0,0,0,0,0
"15958",619781,49,1,0,11,348000,1,0,0,0,0,0,1
"15959",619988,49,1,1,1,66310,0,0,0,0,0,0,0
"15960",619988,50,1,1,1,66310,0,0,0,0,0,0,0
"15963",620183,56,7,1,1,115000,0,0,0,0,0,0,0
"15965",620192,45,1,1,1,68000,0,0,0,0,0,0,0
"15966",620261,39,1,1,1,331220,0,0,0,0,0,0,0
"15967",620261,37,1,1,1,331220,0,0,0,0,0,0,0
"15968",620412,33,1,1,1,121900,0,0,0,0,0,0,0
"15969",620412,33,3,1,1,121900,0,0,0,0,0,0,0
"15970",620547,33,2,1,1,71100,0,0,0,0,0,0,0
"15971",620547,34,1,1,1,71100,0,0,0,0,0,0,0
"15972",620552,36,2,1,1,120000,0,0,0,0,0,0,0
"15973",620552,35,1,1,1,120000,0,0,0,0,0,0,0
"15974",620604,58,1,1,1,318600,0,0,0,0,0,0,0
"15975",620604,24,1,1,1,318600,0,0,0,0,0,0,0
"15976",620604,56,6,1,1,318600,0,0,0,0,0,0,0
"15977",620632,27,1,1,1,41700,0,0,0,0,0,0,0
"15979",620632,23,1,1,1,41700,0,0,0,0,0,0,0
"15980",620664,43,1,1,1,110000,0,0,0,0,0,0,0
"15982",620671,32,1,1,1,77000,0,0,0,0,0,0,0
