"","SERIALNO","AGEP","COW","JWRIP","JWTR","HINCP","atransit","bus","SC","subway","rail","bike","home"
"15983",620671,27,1,0,9,77000,1,0,0,0,0,1,0
"15984",620671,62,1,1,1,77000,0,0,0,0,0,0,0
"15987",620692,39,6,0,2,214000,1,1,0,0,0,0,0
"15988",620692,32,1,0,2,214000,1,1,0,0,0,0,0
"15989",620742,65,1,1,1,100020,0,0,0,0,0,0,0
"15990",620790,58,1,1,1,105500,0,0,0,0,0,0,0
"15991",620790,55,1,1,1,105500,0,0,0,0,0,0,0
"15992",620842,61,6,1,1,59200,0,0,0,0,0,0,0
"15993",620842,47,1,1,1,59200,0,0,0,0,0,0,0
"15994",620842,56,1,1,1,59200,0,0,0,0,0,0,0
"15995",620876,62,1,1,1,12000,0,0,0,0,0,0,0
"15996",620973,52,7,1,1,120000,0,0,0,0,0,0,0
"15998",621021,49,1,0,11,115000,1,0,0,0,0,0,1
"15999",621094,64,1,1,1,157000,0,0,0,0,0,0,0
"16000",621165,52,1,0,6,51500,0,0,0,0,0,0,0
"16002",621165,24,1,0,2,51500,1,1,0,0,0,0,0
"16003",621192,65,1,0,2,107000,1,1,0,0,0,0,0
"16004",621246,58,1,1,1,96000,0,0,0,0,0,0,0
"16005",621246,61,1,1,1,96000,0,0,0,0,0,0,0
"16006",621302,59,2,1,1,46100,0,0,0,0,0,0,0
"16008",621332,43,1,1,1,165000,0,0,0,0,0,0,0
"16009",621390,43,1,1,1,617000,0,0,0,0,0,0,0
"16011",621418,45,1,1,1,113800,0,0,0,0,0,0,0
"16015",621652,34,1,1,1,90000,0,0,0,0,0,0,0
"16016",621661,44,1,1,1,335000,0,0,0,0,0,0,0
"16017",621661,39,6,1,1,335000,0,0,0,0,0,0,0
"16018",621686,59,1,0,9,503400,1,0,0,0,0,1,0
"16021",621796,47,1,1,1,97000,0,0,0,0,0,0,0
"16022",621796,52,1,1,1,97000,0,0,0,0,0,0,0
"16023",621815,26,3,1,1,108190,0,0,0,0,0,0,0
"16028",622238,39,2,1,1,69600,0,0,0,0,0,0,0
"16030",622354,46,1,1,1,78000,0,0,0,0,0,0,0
"16031",622354,42,1,1,1,78000,0,0,0,0,0,0,0
"16032",622411,29,5,1,1,209020,0,0,0,0,0,0,0
"16033",622411,27,3,1,1,209020,0,0,0,0,0,0,0
"16034",622422,42,4,0,12,76250,0,0,0,0,0,0,0
"16035",622453,36,1,1,1,524200,0,0,0,0,0,0,0
"16037",622481,61,1,1,1,70000,0,0,0,0,0,0,0
"16038",622519,50,1,0,9,220030,1,0,0,0,0,1,0
"16041",622626,35,1,1,1,274008,0,0,0,0,0,0,0
"16042",622674,47,1,1,1,105000,0,0,0,0,0,0,0
"16045",622892,44,1,1,1,113000,0,0,0,0,0,0,0
"16046",622960,32,1,1,1,41000,0,0,0,0,0,0,0
"16048",622993,38,1,1,1,35000,0,0,0,0,0,0,0
"16049",623039,65,7,1,1,207500,0,0,0,0,0,0,0
"16050",623079,60,1,1,1,767000,0,0,0,0,0,0,0
"16053",623392,37,6,1,1,28000,0,0,0,0,0,0,0
"16054",623392,31,8,1,1,28000,0,0,0,0,0,0,0
"16058",623561,40,1,0,2,51800,1,1,0,0,0,0,0
"16060",623587,55,1,1,1,84000,0,0,0,0,0,0,0
"16061",623587,24,1,1,1,84000,0,0,0,0,0,0,0
"16062",623672,50,4,1,1,86000,0,0,0,0,0,0,0
"16063",623705,51,1,1,1,100000,0,0,0,0,0,0,0
"16064",623705,52,1,1,1,100000,0,0,0,0,0,0,0
"16065",623738,58,1,0,8,175000,0,0,0,0,0,0,0
"16066",623738,54,1,1,1,175000,0,0,0,0,0,0,0
"16067",623738,23,1,1,1,175000,0,0,0,0,0,0,0
"16069",623798,58,1,1,1,117000,0,0,0,0,0,0,0
"16070",623880,58,1,1,1,21700,0,0,0,0,0,0,0
"16071",623942,25,1,1,1,47000,0,0,0,0,0,0,0
"16074",623968,62,3,1,1,201800,0,0,0,0,0,0,0
"16075",623968,31,1,1,1,201800,0,0,0,0,0,0,0
"16076",623968,31,2,0,11,201800,1,0,0,0,0,0,1
"16078",623997,35,4,1,1,192000,0,0,0,0,0,0,0
"16080",624006,52,6,0,11,133420,1,0,0,0,0,0,1
"16082",624048,41,8,1,1,50000,0,0,0,0,0,0,0
"16083",624048,32,1,1,1,50000,0,0,0,0,0,0,0
"16084",624076,47,7,1,1,44000,0,0,0,0,0,0,0
"16085",624120,60,1,1,1,38840,0,0,0,0,0,0,0
"16086",624180,51,1,0,5,145700,1,0,0,0,1,0,0
"16088",624208,60,1,0,11,575000,1,0,0,0,0,0,1
"16089",624216,52,7,0,11,449000,1,0,0,0,0,0,1
"16090",624523,26,1,0,4,48000,1,0,0,1,0,0,0
"16091",624612,54,2,1,1,183690,0,0,0,0,0,0,0
"16092",624612,23,1,1,1,183690,0,0,0,0,0,0,0
"16093",624657,55,2,1,1,79000,0,0,0,0,0,0,0
"16094",624657,61,1,1,1,79000,0,0,0,0,0,0,0
"16095",624682,34,1,1,1,71000,0,0,0,0,0,0,0
"16098",624788,63,1,1,1,200000,0,0,0,0,0,0,0
"16103",624861,64,1,0,11,114400,1,0,0,0,0,0,1
"16104",624861,64,1,0,11,114400,1,0,0,0,0,0,1
"16105",624871,62,6,1,1,123300,0,0,0,0,0,0,0
"16107",625074,60,1,0,3,245000,1,0,1,0,0,0,0
"16108",625074,62,1,0,3,245000,1,0,1,0,0,0,0
"16109",625118,39,1,0,11,108000,1,0,0,0,0,0,1
"16111",625147,33,1,1,1,105000,0,0,0,0,0,0,0
"16114",625166,48,4,1,1,116600,0,0,0,0,0,0,0
"16115",625234,35,1,1,1,66000,0,0,0,0,0,0,0
"16116",625234,49,1,1,1,66000,0,0,0,0,0,0,0
"16117",625310,50,1,1,1,47300,0,0,0,0,0,0,0
"16118",625310,53,1,1,1,47300,0,0,0,0,0,0,0
"16119",625361,60,3,1,1,212000,0,0,0,0,0,0,0
"16120",625361,57,1,1,1,212000,0,0,0,0,0,0,0
"16122",625389,58,1,0,9,83000,1,0,0,0,0,1,0
"16124",625494,46,1,1,1,220100,0,0,0,0,0,0,0
"16126",625501,59,6,0,11,798100,1,0,0,0,0,0,1
"16128",625526,39,1,0,5,455000,1,0,0,0,1,0,0
"16130",625655,27,1,0,12,44000,0,0,0,0,0,0,0
"16132",625706,56,2,1,1,109800,0,0,0,0,0,0,0
"16133",625725,44,1,1,1,260600,0,0,0,0,0,0,0
"16134",625725,44,3,1,1,260600,0,0,0,0,0,0,0
"16137",625904,57,1,1,1,972400,0,0,0,0,0,0,0
"16138",625904,56,1,1,1,972400,0,0,0,0,0,0,0
"16139",625904,25,1,1,1,972400,0,0,0,0,0,0,0
"16140",625913,40,1,1,1,36300,0,0,0,0,0,0,0
"16141",625917,62,3,1,1,197000,0,0,0,0,0,0,0
"16143",626023,65,4,1,1,92600,0,0,0,0,0,0,0
"16145",626042,38,1,1,1,300000,0,0,0,0,0,0,0
"16146",626042,40,1,1,1,300000,0,0,0,0,0,0,0
"16147",626138,46,1,0,5,203500,1,0,0,0,1,0,0
"16151",626537,30,1,1,1,104000,0,0,0,0,0,0,0
"16152",626537,31,7,0,11,104000,1,0,0,0,0,0,1
"16154",626880,26,1,0,9,95000,1,0,0,0,0,1,0
"16156",626912,55,5,0,10,88700,0,0,0,0,0,0,0
"16157",626941,47,1,1,1,119800,0,0,0,0,0,0,0
"16159",626941,24,1,1,1,119800,0,0,0,0,0,0,0
"16160",626963,34,1,1,1,38000,0,0,0,0,0,0,0
"16161",626963,30,1,1,1,38000,0,0,0,0,0,0,0
"16163",626963,38,1,1,1,38000,0,0,0,0,0,0,0
"16165",627060,63,1,1,1,194900,0,0,0,0,0,0,0
"16166",627060,31,1,0,4,194900,1,0,0,1,0,0,0
"16167",627187,46,1,1,1,128000,0,0,0,0,0,0,0
"16168",627187,54,6,1,1,128000,0,0,0,0,0,0,0
"16171",627376,42,1,1,1,455250,0,0,0,0,0,0,0
"16172",627390,52,1,1,1,210300,0,0,0,0,0,0,0
"16175",627462,35,1,1,1,186000,0,0,0,0,0,0,0
"16176",627496,59,1,1,1,305500,0,0,0,0,0,0,0
"16177",627548,42,1,1,1,41900,0,0,0,0,0,0,0
"16179",627583,58,3,1,1,186000,0,0,0,0,0,0,0
"16180",627583,60,1,1,1,186000,0,0,0,0,0,0,0
"16181",627584,58,1,1,1,96530,0,0,0,0,0,0,0
"16182",627584,24,1,1,1,96530,0,0,0,0,0,0,0
"16183",627592,56,6,0,4,101450,1,0,0,1,0,0,0
"16184",627592,48,6,1,1,101450,0,0,0,0,0,0,0
"16185",627592,44,6,0,11,101450,1,0,0,0,0,0,1
"16186",627592,23,1,1,1,101450,0,0,0,0,0,0,0
"16187",627709,63,6,1,1,175500,0,0,0,0,0,0,0
"16189",627910,42,6,1,1,35000,0,0,0,0,0,0,0
"16190",627910,44,1,1,1,35000,0,0,0,0,0,0,0
"16191",627918,56,3,1,1,100000,0,0,0,0,0,0,0
"16192",627987,54,1,1,1,168400,0,0,0,0,0,0,0
"16193",627987,57,5,1,1,168400,0,0,0,0,0,0,0
"16196",628037,44,6,0,9,15000,1,0,0,0,0,1,0
"16197",628163,33,2,1,1,67800,0,0,0,0,0,0,0
"16198",628163,38,1,1,1,67800,0,0,0,0,0,0,0
"16199",628240,31,2,0,4,7000,1,0,0,1,0,0,0
"16203",628325,37,6,1,1,216220,0,0,0,0,0,0,0
"16204",628325,38,1,1,1,216220,0,0,0,0,0,0,0
"16205",628449,34,1,1,1,80000,0,0,0,0,0,0,0
"16207",628459,24,1,0,4,82200,1,0,0,1,0,0,0
"16209",628484,49,1,0,4,132400,1,0,0,1,0,0,0
"16210",628493,54,1,0,5,449900,1,0,0,0,1,0,0
"16211",628493,59,1,0,5,449900,1,0,0,0,1,0,0
"16214",628493,24,1,0,5,449900,1,0,0,0,1,0,0
"16216",628672,45,1,1,1,112800,0,0,0,0,0,0,0
"16217",628672,47,1,1,1,112800,0,0,0,0,0,0,0
"16218",628693,64,1,1,1,456750,0,0,0,0,0,0,0
"16219",628693,58,1,1,1,456750,0,0,0,0,0,0,0
"16221",628717,57,1,0,4,154000,1,0,0,1,0,0,0
"16222",628759,57,1,1,1,505000,0,0,0,0,0,0,0
"16223",628759,56,1,1,1,505000,0,0,0,0,0,0,0
"16224",628763,49,1,0,2,87000,1,1,0,0,0,0,0
"16226",629082,34,1,0,4,145050,1,0,0,1,0,0,0
"16228",629284,42,1,0,10,25000,0,0,0,0,0,0,0
"16229",629284,39,1,0,10,25000,0,0,0,0,0,0,0
"16231",629367,34,1,1,1,94400,0,0,0,0,0,0,0
"16234",629393,36,5,0,11,397000,1,0,0,0,0,0,1
"16235",629394,29,1,0,4,145800,1,0,0,1,0,0,0
"16236",629394,28,1,1,1,145800,0,0,0,0,0,0,0
"16237",629421,59,1,1,1,52000,0,0,0,0,0,0,0
"16238",629592,32,7,0,11,160000,1,0,0,0,0,0,1
"16239",629592,32,1,1,1,160000,0,0,0,0,0,0,0
"16240",629627,40,1,1,1,101000,0,0,0,0,0,0,0
"16242",629639,65,6,1,1,135000,0,0,0,0,0,0,0
"16245",629650,44,1,1,1,141750,0,0,0,0,0,0,0
"16246",629650,25,1,1,1,141750,0,0,0,0,0,0,0
"16249",629713,25,1,1,1,112000,0,0,0,0,0,0,0
"16250",629782,26,1,1,1,109000,0,0,0,0,0,0,0
"16251",629782,36,1,1,1,109000,0,0,0,0,0,0,0
"16252",629782,25,1,1,1,109000,0,0,0,0,0,0,0
"16253",630080,29,6,0,4,120000,1,0,0,1,0,0,0
"16254",630170,41,1,1,1,93130,0,0,0,0,0,0,0
"16255",630170,43,1,1,1,93130,0,0,0,0,0,0,0
"16256",630177,34,1,1,1,113400,0,0,0,0,0,0,0
"16257",630177,35,6,1,1,113400,0,0,0,0,0,0,0
"16258",630298,45,1,1,1,168900,0,0,0,0,0,0,0
"16259",630298,48,1,1,1,168900,0,0,0,0,0,0,0
"16260",630298,26,1,1,1,168900,0,0,0,0,0,0,0
"16261",630339,53,1,1,1,114000,0,0,0,0,0,0,0
"16262",630339,59,6,1,1,114000,0,0,0,0,0,0,0
"16264",630357,34,1,1,1,90000,0,0,0,0,0,0,0
"16265",630364,37,1,0,4,115000,1,0,0,1,0,0,0
"16267",630401,52,1,1,1,64800,0,0,0,0,0,0,0
"16268",630405,50,1,1,1,118000,0,0,0,0,0,0,0
"16269",630491,42,3,1,1,116000,0,0,0,0,0,0,0
"16270",630491,42,1,1,1,116000,0,0,0,0,0,0,0
"16271",630659,56,1,1,1,112400,0,0,0,0,0,0,0
"16272",630659,54,1,1,1,112400,0,0,0,0,0,0,0
"16273",630662,48,3,1,1,115800,0,0,0,0,0,0,0
"16274",630662,59,6,1,1,115800,0,0,0,0,0,0,0
"16275",630671,43,1,1,1,90000,0,0,0,0,0,0,0
"16276",630708,31,1,1,1,120000,0,0,0,0,0,0,0
"16278",630710,24,2,1,1,86050,0,0,0,0,0,0,0
"16279",630710,24,2,1,1,86050,0,0,0,0,0,0,0
"16280",630950,48,7,1,1,267100,0,0,0,0,0,0,0
"16281",630950,43,7,1,1,267100,0,0,0,0,0,0,0
"16282",630969,52,1,0,4,46700,1,0,0,1,0,0,0
"16283",630969,44,1,1,1,46700,0,0,0,0,0,0,0
"16284",630972,57,3,1,1,143000,0,0,0,0,0,0,0
"16285",630986,31,1,1,1,296000,0,0,0,0,0,0,0
"16286",630986,34,7,1,1,296000,0,0,0,0,0,0,0
"16287",630988,53,1,1,1,580000,0,0,0,0,0,0,0
"16288",630988,36,1,1,1,580000,0,0,0,0,0,0,0
"16289",631003,38,1,0,10,74500,0,0,0,0,0,0,0
"16290",631003,33,1,1,1,74500,0,0,0,0,0,0,0
"16291",631139,62,4,1,1,31000,0,0,0,0,0,0,0
"16292",631248,55,1,0,2,25000,1,1,0,0,0,0,0
"16293",631334,25,3,0,9,57600,1,0,0,0,0,1,0
"16295",631334,24,1,0,2,57600,1,1,0,0,0,0,0
"16296",631340,31,1,1,1,260000,0,0,0,0,0,0,0
"16297",631340,30,1,1,1,260000,0,0,0,0,0,0,0
"16298",631355,55,1,0,11,135200,1,0,0,0,0,0,1
"16299",631355,23,1,1,1,135200,0,0,0,0,0,0,0
"16300",631409,58,3,1,1,100100,0,0,0,0,0,0,0
"16301",631409,54,3,1,1,100100,0,0,0,0,0,0,0
"16303",631409,23,1,1,1,100100,0,0,0,0,0,0,0
"16304",631549,28,6,1,1,41100,0,0,0,0,0,0,0
"16305",631555,55,1,1,1,45000,0,0,0,0,0,0,0
"16307",631754,63,1,0,11,235000,1,0,0,0,0,0,1
"16308",631833,47,1,1,1,80000,0,0,0,0,0,0,0
"16313",632033,35,1,1,1,95000,0,0,0,0,0,0,0
"16314",632033,35,1,0,4,95000,1,0,0,1,0,0,0
"16315",632046,36,3,1,1,213000,0,0,0,0,0,0,0
"16316",632046,38,3,1,1,213000,0,0,0,0,0,0,0
"16318",632141,50,1,1,1,260200,0,0,0,0,0,0,0
"16319",632170,32,1,0,2,280000,1,1,0,0,0,0,0
"16320",632170,32,1,0,4,280000,1,0,0,1,0,0,0
"16321",632333,37,1,1,1,288000,0,0,0,0,0,0,0
"16322",632333,34,1,1,1,288000,0,0,0,0,0,0,0
"16325",632363,42,3,1,1,175000,0,0,0,0,0,0,0
"16326",632384,57,1,0,10,90000,0,0,0,0,0,0,0
"16327",632384,58,2,0,2,90000,1,1,0,0,0,0,0
"16328",632385,52,1,0,11,91400,1,0,0,0,0,0,1
"16329",632405,26,2,0,2,32000,1,1,0,0,0,0,0
"16330",632577,65,1,0,10,28000,0,0,0,0,0,0,0
"16331",632600,63,1,0,2,50500,1,1,0,0,0,0,0
"16332",632672,49,1,1,1,77300,0,0,0,0,0,0,0
"16333",632672,44,1,1,1,77300,0,0,0,0,0,0,0
"16334",632690,44,1,1,1,68650,0,0,0,0,0,0,0
"16335",632690,41,1,1,1,68650,0,0,0,0,0,0,0
"16337",632765,54,4,1,1,33600,0,0,0,0,0,0,0
"16338",632771,57,1,1,1,110600,0,0,0,0,0,0,0
"16339",632827,58,1,1,1,77000,0,0,0,0,0,0,0
"16340",632827,24,1,1,1,77000,0,0,0,0,0,0,0
"16341",632827,52,1,0,2,77000,1,1,0,0,0,0,0
"16342",632960,44,1,1,1,65000,0,0,0,0,0,0,0
"16343",632960,44,1,1,1,65000,0,0,0,0,0,0,0
"16344",632987,60,3,1,1,106000,0,0,0,0,0,0,0
"16345",633013,44,1,1,1,52400,0,0,0,0,0,0,0
"16348",633087,58,1,1,1,63100,0,0,0,0,0,0,0
"16349",633087,50,1,0,2,63100,1,1,0,0,0,0,0
"16350",633087,52,1,0,2,63100,1,1,0,0,0,0,0
"16351",633225,31,2,1,1,142000,0,0,0,0,0,0,0
"16352",633422,37,1,1,1,211800,0,0,0,0,0,0,0
"16353",633422,36,1,1,1,211800,0,0,0,0,0,0,0
"16354",633435,37,1,0,11,152000,1,0,0,0,0,0,1
"16355",633435,31,1,0,11,152000,1,0,0,0,0,0,1
"16356",633446,31,7,0,11,190000,1,0,0,0,0,0,1
"16357",633446,38,7,1,1,190000,0,0,0,0,0,0,0
"16359",633451,39,1,1,1,120330,0,0,0,0,0,0,0
"16361",633573,40,1,1,1,131000,0,0,0,0,0,0,0
"16362",633573,23,1,1,1,131000,0,0,0,0,0,0,0
"16363",633642,49,1,1,1,65000,0,0,0,0,0,0,0
"16364",633735,37,1,0,3,101600,1,0,1,0,0,0,0
"16365",633735,28,5,0,4,101600,1,0,0,1,0,0,0
"16366",633735,23,1,1,1,101600,0,0,0,0,0,0,0
"16367",633735,58,1,0,4,101600,1,0,0,1,0,0,0
"16368",633744,40,6,1,1,73500,0,0,0,0,0,0,0
"16369",633744,46,6,1,1,73500,0,0,0,0,0,0,0
"16370",633887,38,7,1,1,225000,0,0,0,0,0,0,0
"16371",633887,35,1,0,11,225000,1,0,0,0,0,0,1
"16372",633909,52,1,1,1,97000,0,0,0,0,0,0,0
"16373",633909,41,1,1,1,97000,0,0,0,0,0,0,0
"16374",633936,49,1,1,1,142000,0,0,0,0,0,0,0
"16375",633936,47,1,1,1,142000,0,0,0,0,0,0,0
"16376",634000,63,6,1,1,140000,0,0,0,0,0,0,0
"16377",634000,63,2,1,1,140000,0,0,0,0,0,0,0
"16378",634003,51,1,1,1,4800,0,0,0,0,0,0,0
"16379",634136,23,1,1,1,82000,0,0,0,0,0,0,0
"16382",634222,27,1,0,9,40300,1,0,0,0,0,1,0
"16383",634337,34,1,0,8,140000,0,0,0,0,0,0,0
"16384",634350,44,1,0,11,165000,1,0,0,0,0,0,1
"16385",634350,52,1,0,11,165000,1,0,0,0,0,0,1
"16386",634394,50,1,0,5,71000,1,0,0,0,1,0,0
"16387",634394,54,1,1,1,71000,0,0,0,0,0,0,0
"16389",634816,43,1,1,1,455040,0,0,0,0,0,0,0
"16390",634820,59,6,0,11,145000,1,0,0,0,0,0,1
"16391",634877,47,3,1,1,209200,0,0,0,0,0,0,0
"16392",634877,52,1,1,1,209200,0,0,0,0,0,0,0
"16393",634919,31,1,0,10,91500,0,0,0,0,0,0,0
"16394",634919,36,1,1,1,91500,0,0,0,0,0,0,0
"16396",634919,29,1,0,10,91500,0,0,0,0,0,0,0
"16397",635022,49,1,1,1,132200,0,0,0,0,0,0,0
"16399",635026,61,3,0,2,71700,1,1,0,0,0,0,0
"16400",635026,25,5,0,2,71700,1,1,0,0,0,0,0
"16401",635273,46,6,0,11,162000,1,0,0,0,0,0,1
"16402",635273,46,6,0,11,162000,1,0,0,0,0,0,1
"16404",635393,57,1,0,11,717000,1,0,0,0,0,0,1
"16405",635393,58,1,1,1,717000,0,0,0,0,0,0,0
"16406",635419,32,1,1,1,60000,0,0,0,0,0,0,0
"16407",635594,46,1,1,1,336000,0,0,0,0,0,0,0
"16408",635594,47,1,1,1,336000,0,0,0,0,0,0,0
"16410",635919,33,3,1,1,42000,0,0,0,0,0,0,0
"16411",635947,56,1,1,1,81000,0,0,0,0,0,0,0
"16412",635958,32,1,1,1,100000,0,0,0,0,0,0,0
"16413",635983,51,1,0,11,66800,1,0,0,0,0,0,1
"16415",635991,65,1,1,1,88300,0,0,0,0,0,0,0
"16416",635991,62,1,0,11,88300,1,0,0,0,0,0,1
"16417",636015,58,1,0,8,113800,0,0,0,0,0,0,0
"16420",636108,30,1,1,1,152800,0,0,0,0,0,0,0
"16421",636108,24,1,1,1,152800,0,0,0,0,0,0,0
"16422",636210,56,1,1,1,78000,0,0,0,0,0,0,0
"16423",636236,63,2,0,4,35800,1,0,0,1,0,0,0
"16425",636350,30,1,1,1,81000,0,0,0,0,0,0,0
"16426",636350,28,1,1,1,81000,0,0,0,0,0,0,0
"16427",636350,26,1,1,1,81000,0,0,0,0,0,0,0
"16428",636764,46,4,1,1,71000,0,0,0,0,0,0,0
"16429",636869,52,1,1,1,97000,0,0,0,0,0,0,0
"16431",636914,45,3,0,2,116200,1,1,0,0,0,0,0
"16432",636969,54,7,1,1,100000,0,0,0,0,0,0,0
"16433",637095,43,7,0,10,350000,0,0,0,0,0,0,0
"16434",637095,32,1,0,10,350000,0,0,0,0,0,0,0
"16435",637139,48,2,0,4,80000,1,0,0,1,0,0,0
"16436",637210,56,1,1,1,514000,0,0,0,0,0,0,0
"16437",637288,53,4,1,1,157400,0,0,0,0,0,0,0
"16438",637288,48,4,1,1,157400,0,0,0,0,0,0,0
"16439",637288,25,1,1,1,157400,0,0,0,0,0,0,0
"16440",637288,25,4,0,2,157400,1,1,0,0,0,0,0
"16441",637324,44,1,1,1,53000,0,0,0,0,0,0,0
"16443",637429,50,1,1,1,276000,0,0,0,0,0,0,0
"16444",637429,51,1,1,1,276000,0,0,0,0,0,0,0
"16446",637443,51,1,1,1,123400,0,0,0,0,0,0,0
"16447",637443,23,1,1,1,123400,0,0,0,0,0,0,0
"16450",637622,44,1,1,1,232000,0,0,0,0,0,0,0
"16451",637622,45,1,1,1,232000,0,0,0,0,0,0,0
"16452",637680,56,2,1,1,102400,0,0,0,0,0,0,0
"16453",637721,57,1,1,1,102000,0,0,0,0,0,0,0
"16454",637721,36,1,1,1,102000,0,0,0,0,0,0,0
"16457",638004,42,6,1,1,40000,0,0,0,0,0,0,0
"16458",638004,47,6,1,1,40000,0,0,0,0,0,0,0
"16459",638098,50,4,0,10,211000,0,0,0,0,0,0,0
"16460",638098,54,1,1,1,211000,0,0,0,0,0,0,0
"16462",638103,53,4,1,1,127000,0,0,0,0,0,0,0
"16463",638208,44,1,1,1,330000,0,0,0,0,0,0,0
"16464",638208,43,3,1,1,330000,0,0,0,0,0,0,0
"16466",638345,50,1,1,1,173000,0,0,0,0,0,0,0
"16467",638345,46,1,0,2,173000,1,1,0,0,0,0,0
"16468",638345,30,1,1,1,173000,0,0,0,0,0,0,0
"16469",638345,28,1,1,1,173000,0,0,0,0,0,0,0
"16472",638363,46,1,1,1,94000,0,0,0,0,0,0,0
"16473",638372,25,1,1,1,68000,0,0,0,0,0,0,0
"16474",638373,43,1,1,1,459700,0,0,0,0,0,0,0
"16475",638472,57,1,0,2,41800,1,1,0,0,0,0,0
"16476",638616,56,2,0,10,64100,0,0,0,0,0,0,0
"16477",638681,25,1,0,6,112400,0,0,0,0,0,0,0
"16478",638681,28,6,0,6,112400,0,0,0,0,0,0,0
"16479",638708,50,3,1,1,156000,0,0,0,0,0,0,0
"16482",638755,37,1,1,1,94400,0,0,0,0,0,0,0
"16483",638790,45,1,1,1,136000,0,0,0,0,0,0,0
"16486",638798,39,1,0,11,81800,1,0,0,0,0,0,1
"16487",638798,36,1,0,11,81800,1,0,0,0,0,0,1
"16488",638843,34,1,1,1,60000,0,0,0,0,0,0,0
"16489",638995,57,4,0,11,171050,1,0,0,0,0,0,1
"16490",638995,62,1,0,2,171050,1,1,0,0,0,0,0
"16491",639020,58,1,1,1,144800,0,0,0,0,0,0,0
"16494",639133,49,1,1,1,350000,0,0,0,0,0,0,0
"16495",639133,40,1,1,1,350000,0,0,0,0,0,0,0
"16496",639151,30,1,0,4,24000,1,0,0,1,0,0,0
"16497",639284,60,2,1,1,164000,0,0,0,0,0,0,0
"16498",639284,35,3,1,1,164000,0,0,0,0,0,0,0
"16499",639286,51,1,0,12,108800,0,0,0,0,0,0,0
"16500",639309,52,1,1,1,343500,0,0,0,0,0,0,0
"16502",639357,62,1,1,1,177300,0,0,0,0,0,0,0
"16503",639357,57,1,1,1,177300,0,0,0,0,0,0,0
"16504",639357,27,1,1,1,177300,0,0,0,0,0,0,0
"16507",639659,65,1,0,10,24100,0,0,0,0,0,0,0
"16508",639719,31,1,0,2,218000,1,1,0,0,0,0,0
"16510",639789,49,1,1,1,67000,0,0,0,0,0,0,0
"16511",639823,34,1,0,9,260000,1,0,0,0,0,1,0
"16512",639823,29,1,0,9,260000,1,0,0,0,0,1,0
"16513",639904,55,1,1,1,149000,0,0,0,0,0,0,0
"16514",639904,54,3,1,1,149000,0,0,0,0,0,0,0
"16515",639916,51,1,1,1,194120,0,0,0,0,0,0,0
"16516",639916,50,1,1,1,194120,0,0,0,0,0,0,0
"16517",639945,46,1,1,1,176800,0,0,0,0,0,0,0
"16520",639965,24,1,1,1,26500,0,0,0,0,0,0,0
"16521",639965,23,1,1,1,26500,0,0,0,0,0,0,0
"16522",640058,25,1,0,2,14500,1,1,0,0,0,0,0
"16523",640161,24,1,0,2,97000,1,1,0,0,0,0,0
"16524",640161,24,1,1,1,97000,0,0,0,0,0,0,0
"16525",640259,48,1,1,1,175000,0,0,0,0,0,0,0
"16526",640259,46,6,0,11,175000,1,0,0,0,0,0,1
"16529",640409,24,3,1,1,100100,0,0,0,0,0,0,0
"16530",640435,41,1,0,4,96000,1,0,0,1,0,0,0
"16532",640545,56,1,1,1,133000,0,0,0,0,0,0,0
"16533",640545,49,1,1,1,133000,0,0,0,0,0,0,0
"16534",640723,28,1,1,1,120400,0,0,0,0,0,0,0
"16536",640723,43,1,1,1,120400,0,0,0,0,0,0,0
"16537",640723,36,1,1,1,120400,0,0,0,0,0,0,0
"16538",640724,32,1,1,1,83600,0,0,0,0,0,0,0
"16539",640792,46,2,1,1,156554,0,0,0,0,0,0,0
"16540",640792,53,1,1,1,156554,0,0,0,0,0,0,0
"16541",640792,34,1,0,10,156554,0,0,0,0,0,0,0
"16542",640792,30,1,0,2,156554,1,1,0,0,0,0,0
"16543",640792,37,3,1,1,156554,0,0,0,0,0,0,0
"16545",640964,42,1,1,1,136000,0,0,0,0,0,0,0
"16547",640971,37,1,1,1,240000,0,0,0,0,0,0,0
"16548",640974,65,7,0,11,180000,1,0,0,0,0,0,1
"16549",640974,65,7,0,11,180000,1,0,0,0,0,0,1
"16550",641002,56,2,1,1,84900,0,0,0,0,0,0,0
"16553",641032,41,1,0,2,130000,1,1,0,0,0,0,0
"16555",641032,35,1,0,4,130000,1,0,0,1,0,0,0
"16556",641079,48,1,1,1,130000,0,0,0,0,0,0,0
"16557",641108,62,2,0,12,90000,0,0,0,0,0,0,0
"16558",641155,34,1,1,1,94710,0,0,0,0,0,0,0
"16560",641350,50,1,1,1,176450,0,0,0,0,0,0,0
"16561",641350,51,1,1,1,176450,0,0,0,0,0,0,0
"16562",641523,34,2,1,1,123000,0,0,0,0,0,0,0
"16564",641694,51,1,1,1,96400,0,0,0,0,0,0,0
"16566",641694,25,1,0,10,96400,0,0,0,0,0,0,0
"16567",641836,33,1,1,1,130200,0,0,0,0,0,0,0
"16568",641836,29,1,0,2,130200,1,1,0,0,0,0,0
"16569",641879,33,1,1,1,5000,0,0,0,0,0,0,0
"16571",641920,30,3,1,1,97000,0,0,0,0,0,0,0
"16572",641924,33,1,0,2,45000,1,1,0,0,0,0,0
